domain,name,cc,region,type,category,language,comment,geoloc_cc,geoloc_city,traceloc_cc,traceloc_city,size_mobile,size_desktop
www.dehai.org,Dehai,ER,Foreign,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.depechedekabylie.com,La Depeche de Kabylie,DZ,Tizi Ouzou,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.derbypresse.dz,Derby,DZ,Alger,NP,SP,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.devoircitoyen.fr,Devoir Citoyen,SN,Nationwide,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.dieburger.com,Die Burger,ZA,Cape Town,NP,GI,AFR,,NULL,NULL,NULL,NULL,NULL,NULL
www.digitalcongo.net,Digital Congo,CD,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.direct.cd,Direct,CD,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.dispatchlive.co.za,Dispatch,ZA,East London,NP,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.districtmail.com,District Mail,ZA,Helderberg,NP,GI,ENG,Also AFR,NULL,NULL,NULL,NULL,NULL,NULL
www.djazairess.com,Djazairess,DZ,National,IN,GI,ARA,,NULL,NULL,NULL,NULL,NULL,NULL
www.djelfa.info,Djelfa,DZ,Djelfa,IN,GI,ARA,,NULL,NULL,NULL,NULL,NULL,NULL
www.djibnet.com,Djib Net,DJ,Foreign,IN,GI,ENG,Also ENG SOM,NULL,NULL,NULL,NULL,NULL,NULL
www.dknews-dz.com,DK News,DZ,Alger,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.dmd.mg,DMD,MG,National,MG,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.dostor.org,Al Dostor,EG,Cairo,NP,GI,ARA,,NULL,NULL,NULL,NULL,NULL,NULL
www.durbannews.co.za,Durban News,ZA,Durban,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.dzfoot.com,DZ Foot,DZ,National,IN,SP,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.e-nigeriang.com,E Nigeria,NG,Nationwide,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.eastlondonexpress.co.za,East London Express,ZA,East London,NP,GI,ENG,Also AFR,NULL,NULL,NULL,NULL,NULL,NULL
www.ech-chaab.com,Ech Chaab,DZ,National,NP,GI,ARA,,NULL,NULL,NULL,NULL,NULL,NULL
www.echo-doran.com,L'Echo d'Oran,DZ,Oran,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.echo.co.bw,Echo,BW,Gaborone,NP,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.echoroukonline.com,Ech Chorouk El Youmi,DZ,National,NP,GI,ARA,,NULL,NULL,NULL,NULL,NULL,NULL
www.economist.com.na,Namibia Economist,NA,Windhoek,NP,BU,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.ecr.co.za,East Coast Radio,ZA,Durban,BC,GI,ENG,Radio,NULL,NULL,NULL,NULL,NULL,NULL
www.edenexpress.co.za,Eden Express,ZA,George,NP,GI,ENG,Also AFR,NULL,NULL,NULL,NULL,NULL,NULL
www.edgecommunitynews.com,Edge,ZA,Sedgefield,NP,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.editogo.tg,Togo Presse,TG,National,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.editorialnigeria.com,Editorial Nigeria,NG,Nationwide,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.edoworld.net,Edo World,NG,Benin City,IN,GI,ENG,Radio TV,NULL,NULL,NULL,NULL,NULL,NULL
www.egynews.net,Egyptian Radio and Television,EG,National,BC,GI,ARA,Radio TV,NULL,NULL,NULL,NULL,NULL,NULL
www.egypt-elections.com,Egypt Elections,EG,Foreign,IN,GI,ARA,,NULL,NULL,NULL,NULL,NULL,NULL
www.egyptindependent.com,Egypt Independent,EG,National,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.eikestadnuus.co.za,Eikestad Nuus,ZA,Stellenbosch,NP,GI,AFR,,NULL,NULL,NULL,NULL,NULL,NULL
www.el-hakaek.com,El Hakaek,DZ,Alger,NP,GI,ARA,,NULL,NULL,NULL,NULL,NULL,NULL
www.el-massa.com,El Massa,DZ,Alger,NP,GI,ARA,,NULL,NULL,NULL,NULL,NULL,NULL
www.elacil.com,El Acil,DZ,Constantine,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.elahdath.net,El Ahdath,DZ,Alger,NP,GI,ARA,,NULL,NULL,NULL,NULL,NULL,NULL
www.elbilad.net,El Bilad,DZ,Alger,NP,GI,ARA,,NULL,NULL,NULL,NULL,NULL,NULL
www.elconfidencialsaharaui.com,El Confidencial Saharaui,EH,National,IN,GI,SPA,,NULL,NULL,NULL,NULL,NULL,NULL
www.eldjazaircom.dz,El Djazair,DZ,National,MG,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.eldjoumhouria.dz,El Djoumhouria,DZ,Oran,NP,GI,ARA,,NULL,NULL,NULL,NULL,NULL,NULL
www.elgoual.com,El Goual,DZ,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.elheddaf.com,El Heddaf,DZ,Alger,NP,SP,ARA,,NULL,NULL,NULL,NULL,NULL,NULL
www.eljadida.com,El Jadida,MA,El Jadida,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.elkhabar.com,El Khabar,DZ,National,NP,GI,ARA,,NULL,NULL,NULL,NULL,NULL,NULL
www.elmoudjahid-hebdo.com,El Moudjahid Hebdo,DZ,Alger,NP,GI,ARA,,NULL,NULL,NULL,NULL,NULL,NULL
www.elmoudjahid.com,El Moudjahid,DZ,National,NP,GI,ARA,,NULL,NULL,NULL,NULL,NULL,NULL
www.elombah.com,Elombah,NG,Nationwide,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.elwassat.com,El Wassat,DZ,Alger,NP,GI,ARA,,NULL,NULL,NULL,NULL,NULL,NULL
www.elwatan.com,El Watan,DZ,National,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.emarrakech.info,E Marrakech,MA,Marrakech,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.ena.gov.et,Ethiopian News Agency,ET,National,PA,GI,ENG,Also AMH,NULL,NULL,NULL,NULL,NULL,NULL
www.enca.com,eNews Channel Africa,ZA,National,BC,GI,ENG,TV,NULL,NULL,NULL,NULL,NULL,NULL
www.ennaharonline.com,Ennahar El Jadid,DZ,Alger,NP,GI,ARA,,NULL,NULL,NULL,NULL,NULL,NULL
www.enqueteplus.com,Enquete Plus,SN,Dakar,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.enqueteur-gn.info,L'Enqueteur,GQ,Conakry,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.entv.dz,Television Algerienne,DZ,National,BC,GI,ARA,TV,NULL,NULL,NULL,NULL,NULL,NULL
www.ereporter.com.ng,E Reporter,NG,Nationwide,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.eritrea24.com,Eritrea 24,ER,National,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.eritreadaily.net,Eritrea Daily,ER,Foreign,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.ertagov.com,EBC,ET,National,BC,GI,AMH,Also ENG,NULL,NULL,NULL,NULL,NULL,NULL
www.essahafa.info.tn,Essahafa,TN,National,NP,GI,ARA,,NULL,NULL,NULL,NULL,NULL,NULL
www.essor.ml,L'Essor,ML,National,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.ethiomedia.com,Ethio Media,ET,Foreign,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.ethionewsdirect.com,Ethio News Direct,ET,Foreign,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.ethioobserver.net,Ethiopian Observer,ET,Foreign,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.ethiopian-news.com,Ethiopian News,ET,Foreign,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.ethiopianism.net,Ethiopianism,ET,Foreign,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.ethiopianreporter.com,Reporter,ET,Addis Ababa,NP,GI,AMH,,NULL,NULL,NULL,NULL,NULL,NULL
www.ethiopians.com,Media Ethiopia,ET,Foreign,IN,GI,ENG,Also AMH,NULL,NULL,NULL,NULL,NULL,NULL
www.etiame.com,Etiame,TG,Foreign,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.evenement-bf.net,L'Evenement,BF,Ouagadougou,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.expansao.co.ao,Expansao,AO,Luanda,NP,BU,POR,,NULL,NULL,NULL,NULL,NULL,NULL
www.expatica.com,Expatica,ZA,Foreign,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.expotimesonline.net,Expo Times,SL,National,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.expressodasilhas.sapo.cv,Expresso das Ilhas,CV,Nationwide,NP,GI,POR,,NULL,NULL,NULL,NULL,NULL,NULL
www.ezega.com,Ezega,ET,Foreign,IN,GI,ENG,Also AMH,NULL,NULL,NULL,NULL,NULL,NULL
www.faceofmalawi.com,Face of Malawi,MW,National,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.factualreporters.com,Factual Reporters,NG,Nationwide,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.farajat.net,Farajat,ER,Foreign,IN,GI,ARA,,NULL,NULL,NULL,NULL,NULL,NULL
www.fasonews.net,Faso News,BF,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.fasopresse.net,Faso Presse,BF,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.fasozine.com,Faso Zine,BF,National,MG,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.febpress.ly,Febrayer,LY,Nationwide,NP,GI,ARA,,NULL,NULL,NULL,NULL,NULL,NULL
www.fimdesemana.co.mz,Fim de Semana,MZ,Maputo,NP,GI,POR,,NULL,NULL,NULL,NULL,NULL,NULL
www.financialgazette.co.zw,Financial Gazette,ZW,Harare,NP,BU,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.financialmail.co.za,Financial Mail,ZA,National,MG,BU,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.finitemagazine.co.ls,Finite Magazine,LS,National,MG,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.flavafm.co.zm,Flava FM,ZM,Kitwe,BC,GI,ENG,Radio,NULL,NULL,NULL,NULL,NULL,NULL
www.focusinfos.net,Focus Infos,TG,Lome,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.forumdelasemaine.com,Forum de La Semaine,TG,Lome,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.fraternitebj.info,Fraternite,BJ,National,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.fratmat.info,Fraternite Matin,CI,National,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.frcnssz.com,Radio Nigeria South South Zone,NG,Port Harcourt,BC,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.freedomnewspaper.com,Freedom Newspaper,GM,Foreign,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.freedomradionig.com,Freedom Radio,NG,Kano,BC,GI,ENG,Radio,NULL,NULL,NULL,NULL,NULL,NULL
www.freemedia.co.tz,Daima,TZ,Dar es Salaam,NP,GI,SWA,,NULL,NULL,NULL,NULL,NULL,NULL
www.freshangleng.com,Fresh Angle,NG,Warri,NP,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.freshfactsonlinenews.net,Fresh Facts,NG,Abuja,NP,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.frontiersnews.com,Frontiers News,NG,Nationwide,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.frontpageafricaonline.com,Front Page Africa,LR,Monrovia,NP,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.gabonactu.com,Gabon Actu,GA,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.gaboneco.com,Gabon Eco,GA,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.gabonews.com,Gabo News,GA,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.gabonlibre.com,Gabon Libre,GA,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.gabzfm.com,Gabz FM,BW,Gaborone,BC,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.galaxytvonline.com,Galaxy TV,NG,Lagos,BC,GI,ENG,TV,NULL,NULL,NULL,NULL,NULL,NULL
www.gamji.com,Gamji,NG,Nationwide,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.garoweonline.com,Garowe Online,SO,Garowe,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.gazettebw.com,Botswana Gazette,BW,Nationwide,NP,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.gaznot.com,Gazeta de Noticias,GW,Foreign,IN,GI,POR,,NULL,NULL,NULL,NULL,NULL,NULL
www.gbcghana.com,Ghana Broadcasting Corporation,GH,National,BC,GI,ENG,Radio TV,NULL,NULL,NULL,NULL,NULL,NULL
www.gbcsomtv.com,GBC,SO,Mogadishu,BC,GI,SOM,Radio TV Also ENG,NULL,NULL,NULL,NULL,NULL,NULL
www.gbich.com,Gbich,CI,Abidjan,NP,SR,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.gbissau.com,Guine Bissau,GW,National,IN,GI,POR,,NULL,NULL,NULL,NULL,NULL,NULL
www.gbn.co.za,Gauteng Business News,ZA,Johannesburg,IN,BU,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.georgeherald.com,George Herald,ZA,George,NP,GI,AFR,Also ENG,NULL,NULL,NULL,NULL,NULL,NULL
www.ghana.gov.gh,Ghana,GH,National,IN,GO,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.ghanabusinessnews.com,Ghana Business News,GH,National,IN,BU,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.ghanadistricts.com,Ghana Districts,GH,National,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.ghanadot.com,Ghana Dot,GH,National,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.ghanaiantimes.com.gh,Ghanaian Times,GH,Accra,NP,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.ghanamma.com,Ghana MMA,GH,National,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.ghananation.com,Ghana Nation,GH,National,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.ghananewsagency.org,Ghana News Agency,GH,National,PA,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.ghanareview.com,Ghana Review International,GH,National,MG,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.ghanasoccernet.com,Ghana Soccer Net,GH,National,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.ghanatoday.com,Ghana Today,GH,National,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.ghanavoice.com,Ghana Voice,GH,National,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.ghanaweb.com,Ghana Web,GH,National,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.globaltimes-sl.com,Global Times,SL,Freetown,NP,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.gnet.tn,G Net,TN,National,IN,GI,ARA,,NULL,NULL,NULL,NULL,NULL,NULL
www.golfemediaonline.com,Golfe FM,BJ,Cotonou,BC,GI,FRA,Radio,NULL,NULL,NULL,NULL,NULL,NULL
www.gossipnigeria.com,Gossip Nigeria,NG,Nationwide,IN,EN,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.gov.ls,Lesotho,LS,National,IN,GO,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.greytown.co.za,Greytown Gazette,ZA,Greytown,NP,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.grocotts.co.za,Grocott's Mail,ZA,Grahamstown,NP,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.groupelavenir.org,L'Avenir,CD,National,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.grts.gm,GRTS,GM,National,BC,GI,ENG,Radio TV,NULL,NULL,NULL,NULL,NULL,NULL
www.guardian.co.tz,Guardian,TZ,National,NP,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.guineatime.com,Guinea Time,GQ,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.guinee24.com,Guinee 24,GQ,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.guinee360.com,Guinee 360,GQ,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.guinee7.com,Guinee 7,GQ,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.guineeconakry.info,Guinee Conakry,GQ,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.guineepresse.info,Guinee Presse,GQ,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.gurtong.net,Gurtong,SS,Foreign,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.habarileo.co.tz,Habari Leo,TZ,Dar es Salaam,NP,GI,SWA,,NULL,NULL,NULL,NULL,NULL,NULL
www.habarizacomores.com,Habari Za Comores,KM,Nationwide,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.hafianews.com,Hafia News,GQ,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.hallmarknews.com,Hallmark,NG,Lagos,NP,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.harare24.com,Harare 24,ZW,National,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.hararenews.co.zw,Harare News,ZW,Harare,NP,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.hebdo.bf,L'Hebdomadaire du Burkina,BF,Ouagadougou,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.hebdoimmobilier-dz.com,Hebdo Immobilier,DZ,Alger,NP,RE,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.heidelbergnigelheraut.co.za,Heidelberg Nigel Heraut,ZA,Heidelberg,NP,GI,AFR,Also ENG,NULL,NULL,NULL,NULL,NULL,NULL
www.herald.co.za,Palabora Hoedspruit Herald,ZA,PhalaboraåÊ- Palabora,NP,GI,ENG,Also AFR,NULL,NULL,NULL,NULL,NULL,NULL
www.herald.co.zw,Herald,ZW,National,NP,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.heraldlive.co.za,Herald,ZA,Port Elizabeth,NP,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.hermanustimes.co.za,Hermanus Times,ZA,Hermanus,NP,GI,AFR,Also ENG,NULL,NULL,NULL,NULL,NULL,NULL
www.hiiraan.com,Hiraan Online,SO,Foreign,IN,GI,SOM,Also ENG,NULL,NULL,NULL,NULL,NULL,NULL
www.homeviewsenegal.com,Home View Senegal,SN,Nationwide,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.horizons-dz.com,Horizons,DZ,Alger,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.huhuonline.com,Huhu Online,NG,Nationwide,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.hurriyatsudan.com,Hurriyat,SD,National,IN,GI,ARA,,NULL,NULL,NULL,NULL,NULL,NULL
www.iafrica.com,I Africa,ZA,National,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.ialtchad.com,Ial Tchad,TD,Nationwide,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.ibinda.com,Ibinda,AO,Cabinda,IN,GI,POR,,NULL,NULL,NULL,NULL,NULL,NULL
www.icibenin.com,Ici Benin,BJ,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.icilome.com,Ici Lome,TG,Foreign,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.igfm.sn,IG FM,SN,Nationwide,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.ilanganews.co.za,Ilanga,ZA,Durban,NP,GI,ZUL,Also ENG,NULL,NULL,NULL,NULL,NULL,NULL
www.ilorin.info,Ilorin,NG,Ilorin,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.imatin.net,I Matin,CI,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.imensis.co.mz,Imensis,MZ,National,IN,GI,POR,,NULL,NULL,NULL,NULL,NULL,NULL
www.imostateblog.com,Imo State Blog,NG,Owerri,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.imotrumpeta.com,Imo Trumpeta,NG,Owerri,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.impact24.info,Impact 24,DZ,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.independent.co.ug,Independent,UG,Kampala,NP,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.indepthnigeria.com,In Depth Nigeria,NG,Nationwide,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.infoconstantine.com,Info Constantine,DZ,Constantine,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.infoghana.info,Info Ghana,GH,National,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.infoguinee.com,Info Guinee,GQ,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.infonigeria.net,Info Nigeria,NG,Nationwide,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.informante.web.na,Informante,NA,National,MG,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.informationng.com,Information Nigeria,NG,Nationwide,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.informativenews.co.ls,Informative,LS,Maseru,NP,BU,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.infosen.net,Info Sen,SN,Nationwide,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.infoskikda.com,Info Skikda,DZ,Skikda,IN,GI,ARA,,NULL,NULL,NULL,NULL,NULL,NULL
www.infosoir.com,Info Soir,DZ,Alger,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.infosplusgabon.com,Infos Plus Gabon,GA,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.infotunisie.com,Info Tunisie,TN,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.insiderzim.com,Insider,ZW,National,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.insight.com.na,Insight Namibia,NA,National,MG,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.inthenews.co.za,In the News,ZA,National,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.iol.co.za,IOL,ZA,National,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.ionigeria.com,Ionigeria,NG,Nationwide,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.ippmedia.com,IPP Media,TZ,National,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.ipreunion.com,Imaz Press Reunion,RE,National,PA,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.iq4news.com,IQ4 News,NG,Nationwide,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.isanganiro.org,Radio Isanganiro,BI,Nationwide,BC,GI,FRA,Radio,NULL,NULL,NULL,NULL,NULL,NULL
www.itv.co.tz,ITV,TZ,Natiional,BC,GI,SWA,TV,NULL,NULL,NULL,NULL,NULL,NULL
www.ivoire-presse.com,Ivoire Presse,CI,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.ivoireactu.net,Ivoire Actu,CI,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.ivoirediaspo.net,Diaspo Ivoire,CI,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.ivorian.net,Ivorian,CI,National,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.iwacu-burundi.org,Iwacu,BI,Nationwide,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.jadidpresse.com,Attajdid,MA,Casablanca,NP,GI,ARA,,NULL,NULL,NULL,NULL,NULL,NULL
www.jamana.org,Les Echos,ML,Bamako,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.jamhuuriya.info,Jamhuuriya,SO,National,NP,GI,SOM,Also ENG,NULL,NULL,NULL,NULL,NULL,NULL
www.jbaynews.com,J Bay News,ZA,Jeffreys Bay,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.jdd.sn,Journal de Dakar,SN,Nationwide,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.jeberti.com,Jeberti,ER,Foreign,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.jeune-independant.net,Le Jeune Independant,DZ,Alger,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.jeunessedalgerie.com,Jeunesse d'Algerie,DZ,Oran,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.jijel-echo.com,L'Echo de Jijel,DZ,Jijel,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.jijel.info,Jijel,DZ,Jijel,IN,GI,ARA,,NULL,NULL,NULL,NULL,NULL,NULL
www.jollofnews.com,Jollof News,GM,Foreign,IN,GI,ENG,,NULL,NULL,NULL,NULL,NULL,NULL
www.joradp.dz,Journal Officiel,DZ,National,NP,GO,ARA,,NULL,NULL,NULL,NULL,NULL,NULL
www.jornalnoticias.co.mz,Noticias,MZ,National,NP,GI,POR,,NULL,NULL,NULL,NULL,NULL,NULL
www.journal-adjinakou-benin.info,Adjinikou,BJ,Porto Novo,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.journaldebangui.com,Journal de Bangui,CF,Nationwide,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.journaldebrazza.com,Journal de Brazza,CG,Foreign,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.journaldikalo.info,Dikalo,CM,Douala,NP,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.journalducameroun.com,Journal du Cameroun,CM,Nationwide,IN,GI,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.journaldujeudi.com,Journal du Jeudi,BF,Ouagadougou,NP,SR,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
www.journaldusport.ma,Le Journal du Sport,MA,Casablanca,NP,SP,FRA,,NULL,NULL,NULL,NULL,NULL,NULL
