"domain","name","cc","region","type","category","language","comment","geoloc_cc",size_mobile,size_desktop
"www.forumdelasemaine.com","Forum de La Semaine","TG","Lome","NP","GI","FRA","","FR",29076,29076
"www.fraternitebj.info","Fraternite","BJ","National","NP","GI","FRA","","FR",92891,92891
"www.fratmat.info","Fraternite Matin","CI","National","NP","GI","FRA","","US",80806,80918
"www.frcnssz.com","Radio Nigeria South South Zone","NG","Port Harcourt","BC","GI","ENG","","",8371,8371
"www.freedomnewspaper.com","Freedom Newspaper","GM","Foreign","IN","GI","ENG","","US-UT",288153,286377
"www.freedomradionig.com","Freedom Radio","NG","Kano","BC","GI","ENG","Radio","BG",55651,55651
"www.freemedia.co.tz","Daima","TZ","Dar es Salaam","NP","GI","SWA","","SE",46257,46264
"www.freshangleng.com","Fresh Angle","NG","Warri","NP","GI","ENG","","US-CA",52429,52429
"www.freshfactsonlinenews.net","Fresh Facts","NG","Abuja","NP","GI","ENG","","US-TX",9107,9680
"www.frontiersnews.com","Frontiers News","NG","Nationwide","IN","GI","ENG","","US-MI",188677,188956
"www.frontpageafricaonline.com","Front Page Africa","LR","Monrovia","NP","GI","ENG","","US",193383,172711
"www.gabonactu.com","Gabon Actu","GA","National","IN","GI","FRA","","CH",213159,212878
"www.gaboneco.com","Gabon Eco","GA","National","IN","GI","FRA","","FR",58361,58361
"www.gabonews.com","Gabo News","GA","National","IN","GI","FRA","","US-UT",52032,52032
"www.gabonlibre.com","Gabon Libre","GA","National","IN","GI","FRA","","FR",168463,168463
"www.gabzfm.com","Gabz FM","BW","Gaborone","BC","GI","ENG","","US-UT",1723,1723
"www.galaxytvonline.com","Galaxy TV","NG","Lagos","BC","GI","ENG","TV","US",39038,39278
"www.gamji.com","Gamji","NG","Nationwide","IN","GI","ENG","","CA-BC",649,649
"www.garoweonline.com","Garowe Online","SO","Garowe","IN","GI","ENG","","SG",119188,119188
"www.gazettebw.com","Botswana Gazette","BW","Nationwide","NP","GI","ENG","","US-MA",155,155
"www.gaznot.com","Gazeta de Noticias","GW","Foreign","IN","GI","POR","","CH",57707,57217
"www.gbcghana.com","Ghana Broadcasting Corporation","GH","National","BC","GI","ENG","Radio TV","US-KS",43610,43610
"www.gbcsomtv.com","GBC","SO","Mogadishu","BC","GI","SOM","Radio TV Also ENG","JP",6518,6518
"www.gbich.com","Gbich","CI","Abidjan","NP","SR","FRA","","FR",51389,51585
"www.gbissau.com","Guine Bissau","GW","National","IN","GI","POR","","US-CA",39683,139934
"www.gbn.co.za","Gauteng Business News","ZA","Johannesburg","IN","BU","ENG","","ZA",66048,65900
"www.georgeherald.com","George Herald","ZA","George","NP","GI","AFR","Also ENG","ZA",249406,332213
"www.ghana.gov.gh","Ghana","GH","National","IN","GO","ENG","","GH",41150,41150
"www.ghanabusinessnews.com","Ghana Business News","GH","National","IN","BU","ENG","","US",70997,70774
"www.ghanadistricts.com","Ghana Districts","GH","National","IN","GI","ENG","","US-CA",250384,261495
"www.ghanadot.com","Ghana Dot","GH","National","IN","GI","ENG","","US-TX",53274,53274
"www.ghanaiantimes.com.gh","Ghanaian Times","GH","Accra","NP","GI","ENG","","US-AZ",102880,102880
"www.ghanamma.com","Ghana MMA","GH","National","IN","GI","ENG","","US",202531,203712
"www.ghananewsagency.org","Ghana News Agency","GH","National","PA","GI","ENG","","US-UT",60548,37463
"www.ghanareview.com","Ghana Review International","GH","National","MG","GI","ENG","","US-UT",1059,1059
"www.ghanasoccernet.com","Ghana Soccer Net","GH","National","IN","GI","ENG","","US",65422,89295
"www.ghanatoday.com","Ghana Today","GH","National","IN","GI","ENG","","NL",82573,82573
"www.ghanavoice.com","Ghana Voice","GH","National","IN","GI","ENG","","US-VA",13866,13866
"www.ghanaweb.com","Ghana Web","GH","National","IN","GI","ENG","","US",47334,27466
"www.globaltimes-sl.com","Global Times","SL","Freetown","NP","GI","ENG","","US",2743,155820
"www.gnet.tn","G Net","TN","National","IN","GI","ARA","","TN",99706,99706
"www.golfemediaonline.com","Golfe FM","BJ","Cotonou","BC","GI","FRA","Radio","US",43732,43732
"www.gossipnigeria.com","Gossip Nigeria","NG","Nationwide","IN","EN","ENG","","US-CA",54201,146545
"www.gov.ls","Lesotho","LS","National","IN","GO","ENG","","LS",155,155
"www.greytown.co.za","Greytown Gazette","ZA","Greytown","NP","GI","ENG","","ZA",64189,64189
"www.grocotts.co.za","Grocott's Mail","ZA","Grahamstown","NP","GI","ENG","","ZA",164573,164573
"www.groupelavenir.org","L'Avenir","CD","National","NP","GI","FRA","","US-FL",101259,100399
"www.grts.gm","GRTS","GM","National","BC","GI","ENG","Radio TV","GM",86143,86143
"www.guardian.co.tz","Guardian","TZ","National","NP","GI","ENG","","US-FL",21729,21729
"www.guinee24.com","Guinee 24","GQ","National","IN","GI","FRA","","DE",41041,41041
"www.guinee360.com","Guinee 360","GQ","National","IN","GI","FRA","","FR",118919,118919
"www.guinee7.com","Guinee 7","GQ","National","IN","GI","FRA","","FR",54755,300016
"www.guineepresse.info","Guinee Presse","GQ","National","IN","GI","FRA","","DK",84525,84525
"www.gurtong.net","Gurtong","SS","Foreign","IN","GI","ENG","","GB",193420,193264
"www.habarileo.co.tz","Habari Leo","TZ","Dar es Salaam","NP","GI","SWA","","US-UT",131093,130735
"www.habarizacomores.com","Habari Za Comores","KM","Nationwide","IN","GI","FRA","","US-CA",808549,808410
"www.hallmarknews.com","Hallmark","NG","Lagos","NP","GI","ENG","","DE",61854,61854
"www.harare24.com","Harare 24","ZW","National","IN","GI","ENG","","GB",18197,57136
"www.hararenews.co.zw","Harare News","ZW","Harare","NP","GI","ENG","","GB",300485,300485
"www.hebdo.bf","L'Hebdomadaire du Burkina","BF","Ouagadougou","NP","GI","FRA","","BF",75,75
"www.hebdoimmobilier-dz.com","Hebdo Immobilier","DZ","Alger","NP","RE","FRA","","US-IL",73333,73333
"www.heidelbergnigelheraut.co.za","Heidelberg Nigel Heraut","ZA","Heidelberg","NP","GI","AFR","Also ENG","US",103914,287448
"www.herald.co.za","Palabora Hoedspruit Herald","ZA","PhalaboraåÊ- Palabora","NP","GI","ENG","Also AFR","US",28369,28369
"www.herald.co.zw","Herald","ZW","National","NP","GI","ENG","","US",154877,154877
"www.heraldlive.co.za","Herald","ZA","Port Elizabeth","NP","GI","ENG","","US",238975,238975
"www.hermanustimes.co.za","Hermanus Times","ZA","Hermanus","NP","GI","AFR","Also ENG","ZA",59441,145420
"www.hiiraan.com","Hiraan Online","SO","Foreign","IN","GI","SOM","Also ENG","US",83092,83092
"www.homeviewsenegal.com","Home View Senegal","SN","Nationwide","IN","GI","FRA","","US-NY",245942,246817
"www.huhuonline.com","Huhu Online","NG","Nationwide","IN","GI","ENG","","BG",220934,220934
"www.iafrica.com","I Africa","ZA","National","IN","GI","ENG","","US-VA",68,76833
"www.ialtchad.com","Ial Tchad","TD","Nationwide","IN","GI","FRA","","GB",54399,54399
"www.ibinda.com","Ibinda","AO","Cabinda","IN","GI","POR","","PT",26096,26096
"www.icibenin.com","Ici Benin","BJ","National","IN","GI","FRA","","CA-QC",149208,149208
"www.icilome.com","Ici Lome","TG","Foreign","IN","GI","FRA","","CA-QC",77282,168450
"www.igfm.sn","IG FM","SN","Nationwide","IN","GI","FRA","","GB",102580,102580
"www.ilanganews.co.za","Ilanga","ZA","Durban","NP","GI","ZUL","Also ENG","ZA",65261,65261
"www.ilorin.info","Ilorin","NG","Ilorin","IN","GI","ENG","","US-TX",27372,27345
"www.imatin.net","I Matin","CI","National","IN","GI","FRA","","DE",154889,241878
"www.imensis.co.mz","Imensis","MZ","National","IN","GI","POR","","US-GA",715,715
"www.imostateblog.com","Imo State Blog","NG","Owerri","IN","GI","ENG","","US-FL",66038,66038
"www.imotrumpeta.com","Imo Trumpeta","NG","Owerri","IN","GI","ENG","","US-NC",51748,51748
"www.impact24.info","Impact 24","DZ","National","IN","GI","FRA","","US-CA",123860,123860
"www.independent.co.ug","Independent","UG","Kampala","NP","GI","ENG","","GB",99094,99094
"www.indepthnigeria.com","In Depth Nigeria","NG","Nationwide","IN","GI","ENG","","US-TX",9030,9609
"www.infoconstantine.com","Info Constantine","DZ","Constantine","IN","GI","FRA","","AU",2884,2856
"www.infoghana.info","Info Ghana","GH","National","IN","GI","ENG","","CZ",79973,79973
"www.infoguinee.com","Info Guinee","GQ","National","IN","GI","FRA","","US",72143,72140
"www.infonigeria.net","Info Nigeria","NG","Nationwide","IN","GI","ENG","","VG",16343,27517
"www.informante.web.na","Informante","NA","National","MG","GI","ENG","","US-CA",313101,313101
"www.informationng.com","Information Nigeria","NG","Nationwide","IN","GI","ENG","","US",107312,109888
"www.informativenews.co.ls","Informative","LS","Maseru","NP","BU","ENG","","US-FL",96333,96333
"www.infosen.net","Info Sen","SN","Nationwide","IN","GI","FRA","","IT",929,929
"www.infosoir.com","Info Soir","DZ","Alger","NP","GI","FRA","","CH",7072,7072
"www.infosplusgabon.com","Infos Plus Gabon","GA","National","IN","GI","FRA","","US-CA",42623,42460
"www.infotunisie.com","Info Tunisie","TN","National","IN","GI","FRA","","FR",49180,49180
"www.insiderzim.com","Insider","ZW","National","IN","GI","ENG","","CA-QC",48838,48838
"www.insight.com.na","Insight Namibia","NA","National","MG","GI","ENG","","IN",111545,199654
"www.iol.co.za","IOL","ZA","National","IN","GI","ENG","","US",437012,437012
"www.ionigeria.com","Ionigeria","NG","Nationwide","IN","GI","ENG","","US-CA",109703,109703
"www.ippmedia.com","IPP Media","TZ","National","IN","GI","ENG","","US",164621,164621
"www.ipreunion.com","Imaz Press Reunion","RE","National","PA","GI","FRA","","FR",101410,101410
"www.iq4news.com","IQ4 News","NG","Nationwide","IN","GI","ENG","","US",215941,215939
"www.isanganiro.org","Radio Isanganiro","BI","Nationwide","BC","GI","FRA","Radio","CH",28147,28147
"www.itv.co.tz","ITV","TZ","Natiional","BC","GI","SWA","TV","US",162,162
"www.ivoire-presse.com","Ivoire Presse","CI","National","IN","GI","FRA","","EE",27616,80994
"www.ivoireactu.net","Ivoire Actu","CI","National","IN","GI","FRA","","FR",68777,68777
"www.ivoirediaspo.net","Diaspo Ivoire","CI","National","IN","GI","FRA","","GB",86410,86412
"www.ivorian.net","Ivorian","CI","National","IN","GI","FRA","","SE",1868,1868
"www.iwacu-burundi.org","Iwacu","BI","Nationwide","NP","GI","FRA","","US",108691,108691
"www.jadidpresse.com","Attajdid","MA","Casablanca","NP","GI","ARA","","US-VA",5006,5006
"www.jamana.org","Les Echos","ML","Bamako","NP","GI","FRA","","ML",28200,28200
"www.jbaynews.com","J Bay News","ZA","Jeffreys Bay","IN","GI","ENG","","ZA",140616,140616
"www.jeberti.com","Jeberti","ER","Foreign","IN","GI","ENG","","BG",109480,109480
"www.jeune-independant.net","Le Jeune Independant","DZ","Alger","NP","GI","FRA","","US",127623,127623
"www.jeunessedalgerie.com","Jeunesse d'Algerie","DZ","Oran","NP","GI","FRA","","US-CA",85689,85689
"www.jijel-echo.com","L'Echo de Jijel","DZ","Jijel","IN","GI","FRA","","GB",1510177,1510190
"www.jijel.info","Jijel","DZ","Jijel","IN","GI","ARA","","FR",77638,77638
"www.jollofnews.com","Jollof News","GM","Foreign","IN","GI","ENG","","US",112100,112613
"www.joradp.dz","Journal Officiel","DZ","National","NP","GO","ARA","","DZ",672,672
"www.jornalnoticias.co.mz","Noticias","MZ","National","NP","GI","POR","","MZ",89475,89475
"www.journal-adjinakou-benin.info","Adjinikou","BJ","Porto Novo","NP","GI","FRA","","US-TX",39083,39083
"www.journaldebangui.com","Journal de Bangui","CF","Nationwide","IN","GI","FRA","","FR",82267,82267
"www.journaldebrazza.com","Journal de Brazza","CG","Foreign","IN","GI","FRA","","FR",200319,200319
"www.journalducameroun.com","Journal du Cameroun","CM","Nationwide","IN","GI","FRA","","FR",236453,236453
"www.journaldujeudi.com","Journal du Jeudi","BF","Ouagadougou","NP","SR","FRA","","FR",2083,2083
"www.journaldusport.ma","Le Journal du Sport","MA","Casablanca","NP","SP","FRA","","US-CA",161210,161207
"www.journaldutchad.com","Journal du Tchad","TD","Nationwide","IN","GI","FRA","","FR",79433,79433
"www.k-towndiary.com","K Town Diary","CM","Kumba","IN","GI","ENG","","JP",7728,7378
"www.kababachir.com","Kaba Bachir","GQ","National","IN","GI","FRA","","FR",463125,463124
"www.kabyle.com","Kabyle","DZ","Tizi Ouzou","IN","ET","FRA","Kabyle","US",53474,53804
"www.kapital971.com","Kapital Radio","GH","Accra","BC","GI","ENG","Radio","US-UT",72820,74616
"www.kawalisse.com","Kawalisse","DZ","El Eulma","NP","GI","ARA","","FR",88045,88045
"www.kawowo.com","Kawowo Sports","UG","National","IN","SP","ENG","","CA-QC",125302,125302
"www.kbc.co.ke","Kenya Broadcasting Corporation","KE","National","BC","GI","ENG","Radio TV Also SWA","KE",271947,271947
"www.kbn.co.za","Kwazulu Natal Business News","ZA","Durban","IN","GI","ENG","","ZA",46778,46913
"www.kenya-today.com","Kenya Today","KE","National","IN","GI","ENG","","US",45442,56629
"www.kenyamoja.com","Kenya Moja","KE","National","IN","GI","ENG","","US",266457,266020
"www.kenyan-post.com","Daily Post","KE","National","IN","GI","ENG","","US-CA",123096,123097
"www.kenyanewsupdates.com","Kenya News Updates","KE","National","IN","GI","ENG","","US",1558,1558
"www.kitwetimes.com","Kitwe Times","ZM","National","IN","GI","ENG","","US-AZ",52212,52212
"www.kivumedia.com","Kivu Media","CD","National","IN","GI","FRA","","US",234153,234153
"www.koerant.co.za","Koerant","ZA","National","IN","GI","AFR","","BG",102352,102352
"www.kormorant.co.za","Kormorant","ZA","Hartbeespoort","NP","GI","AFR","Also ENG","US",103327,278356
"www.kotzot.com","Kot Zot","MU","National","IN","GI","FRA","","GB",0,0
"www.kougaexpress.co.za","Kouga Express","ZA","Kouga","NP","GI","ENG","Also AFR","ZA",58914,109904
"www.ktvsl.com","KTV Sierra Leone","SL","National","IN","GI","ENG","","BG",78729,78515
"www.kwaranews.com","Kwara News","NG","Ilorin","IN","GI","ENG","","US-UT",41006,89146
"www.kwayedza.co.zw","Kwayedza","ZW","Harare","NP","GI","SNA","","US-UT",61389,61389
"www.kwevoel.co.za","Die Kwevoel","ZA","Thabazimbi","NP","GI","AFR","Also ENG","ZA",153995,153995
"www.laconscience.com","La Conscience","CD","Kinshasa","NP","GI","FRA","","FR",41167,41167
"www.lactualite-dz.info","L'Actualite","DZ","Alger","NP","GI","FRA","","US-WA",6879,6591
"www.ladepechedabidjan.info","La Depeche d'Abidjan","CI","National","IN","GI","FRA","","FR",144692,143720
"www.lagachettedumaroc.com","La Gachette du Maroc","MA","National","MG","SR","FRA","","FR",9203,9210
"www.lagazette-dgi.com","La Gazette de la Grande Isle","MG","Antananarivo","NP","GI","FRA","Also MLG","MG",42192,42192
"www.lagazettedescomores.com","La Gazette des Comores","KM","Nationwide","NP","GI","FRA","","US-IL",50726,50726
"www.lana-news.ly","Libya News Agency","LY","Nationwide","PA","GI","ARA","","LY",37533,37531
"www.lanation-arabe.dz","La Nation Arabe","DZ","Alger","NP","GI","ARA","","US-CA",203,203
"www.lanation.dz","La Nation","DZ","Alger","NP","GI","FRA","","US-UT",1175,1175
"www.lanation.mg","La Nation","MG","Antananarivo","NP","GI","FRA","","US-CA",31941,31941
"www.lanationbenin.info","La Nation","BJ","National","NP","GI","FRA","","FR",116489,116486
"www.lanationdj.com","La Nation","DJ","National","NP","GI","FRA","","FR",59529,59529
"www.lanouvellecentrafrique.info","La Nouvelle Centrafrique","CF","Nationwide","IN","GI","FRA","","US-CA",301264,301264
"www.lanouvelleexpression.info","La Nouvelle Expression","CM","Douala","NP","GI","FRA","","US-AZ",116533,116920
"www.lanouvelletribune.info","La Nouvelle Tribune","BJ","Cotonou","NP","GI","FRA","","US",233001,232569
"www.lapresse.tn","La Presse","TN","National","NP","GI","FRA","","TN",55540,55540
"www.lapressedujour.net","La Presse du Jour","BJ","Cotonou","NP","GI","FRA","","US-FL",26237,46712
"www.laprosperiteonline.net","La Prosperite","CD","Kinshasa","NP","GI","FRA","","CH",196018,196018
"www.laraignee.org","L'Araignee","BJ","National","IN","GI","FRA","","US-UT",89847,89847
"www.lasemaineafricaine.net","La Semaine Africaine","CG","Brazzaville","NP","GI","FRA","","FR",48576,48670
"www.latestnigeriannews.com","Latest Nigerian News","NG","Nationwide","IN","GI","ENG","","US-MO",126114,243403
"www.lauthentic.info","L'Authentique","MR","National","IN","GI","FRA","","US-CA",62788,62788
"www.lautomarche.com","L'Auto Marche","DZ","Alger","NP","AT","FRA","","CH",147774,147774
"www.laverite.mg","La Verite","MG","Antananarivo","NP","GI","FRA","","FR",126755,126755
"www.lavieeco.com","La Vie Eco","MA","Casablanca","NP","BU","FRA","","US",58984,168277
"www.le-canal.com","Le Canal","YT","Nationwide","IN","GI","FRA","","BG",3937,3937
"www.leaders.com.tn","Leaders","TN","National","MG","GI","FRA","","FR",65613,65613
"www.lebuteur.com","Le Buteur","DZ","Alger","NP","SP","FRA","","US",98038,98978
"www.lecalame.info","Le Calame","MR","National","NP","GI","FRA","","US-UT",19630,19630
"www.leconomiste.com","L'Economiste","MA","Casablanca","NP","BU","FRA","","US",101958,101958
"www.leconomistemaghrebin.com","L'Economiste Maghrebin","TN","National","MG","BU","FRA","","FR",112095,120307
"www.leffortcamerounais.com","L'Effort Camerounais","CM","Douala","NP","RL","ENG","Roman Catholic","US",143552,142498
"www.leffortcamerounais.info","L'Effort Camerounais","CM","Douala","NP","RL","FRA","Roman Catholic","US",122872,122045
"www.lejourdalgerie.com","Le Jour d'Algerie","DZ","Alger","NP","GI","FRA","","FR",55610,55610
"www.lejourguinee.com","Le Jour","GQ","National","NP","GI","FRA","","US-AZ",272108,272108
"www.lejournaldetanger.com","Le Journal de Tanger","MA","Tangier - Tanger","NP","GI","FRA","","FR",7314,7314
"www.lelephantdechaine.net","L'Elephant Dechaine","CI","Abidjan","NP","SR","FRA","","US-AZ",319,319
"www.lemaghreb.tn","Le Maghreb","TN","Tunis","NP","GI","ARA","","GB",167528,167529
"www.lemaghrebdz.com","Le Maghreb","DZ","Alger","NP","BU","FRA","","FR",96394,96394
"www.lematin.ma","Le Matin","MA","National","NP","GI","FRA","","US",87504,72600
"www.lematinal.com","Le Matinal","MU","National","NP","GI","FRA","","NL",295,295
"www.lematindz.net","Le Matin","DZ","National","IN","GI","FRA","","GB",78379,78379
"www.lemauricien.com","Le Mauricien","MU","National","NP","GI","FRA","","US-CA",349924,349924
"www.lemidi-dz.com","Midi Libre","DZ","Alger","NP","GI","FRA","","CH",53868,53868
"www.lena.gov.ls","Lesotho News Agency","LS","National","PA","GI","ENG","","LS",13820,13820
"www.lenasia-times.co.za","Lenasia Times","ZA","Lenasia","NP","GI","ENG","","US-TX",14386,14386
"www.lenouveaureveil.com","Le Nouveau Reveil","CI","Abidjan","NP","GI","FRA","","US",14759,14759
"www.lenzinfo.co.za","Lenz Info","ZA","Lenasia","IN","GI","ENG","","US-CA",65735,66625
"www.lepatriote.net","Le Patriote","CI","Abidjan","NP","GI","FRA","","US-AZ",59131,59131
"www.lepetitjournal.com","Le Petit Journal","EG","Cairo - Le Caire","IN","GI","FRA","","FR",701946,701946
"www.lephareonline.net","Le Phare","CD","Kinshasa","NP","GI","FRA","","US-FL",46424,112835
"www.lepotentielonline.com","Le Potentiel","CD","National","NP","GI","FRA","","FR",317552,317552
"www.lequotidien-oran.com","Le Quotidien d'Oran","DZ","Oran","NP","GI","FRA","","FR",55689,55689
"www.lequotidien.sn","Le Quotidien","SN","Dakar","NP","GI","FRA","","US-TX",236478,236273
"www.leral.net","Leral","SN","Nationwide","IN","GI","FRA","","FR",131442,131454
"www.lereporter.ma","Le Reporter","MA","Casablanca","NP","GI","FRA","","FR",147441,148660
"www.les4verites.info","Les 4 Verites","BJ","Cotonou","NP","GI","FRA","","FR",54603,54603
"www.lesahel.org","Le Sahel","NE","National","NP","GI","FRA","","FR",79220,79220
"www.lesdebats.com","Les Debats","DZ","Alger","NP","GI","FRA","","FR",2298,2298
"www.lesdepechesdebrazzaville.fr","Les Depeches de Brazzaville","CG","National","NP","GI","FRA","","FR",49086,49086
"www.leseco.ma","Les Eco","MA","Casablanca","NP","BU","FRA","","MA",298844,298844
"www.lesnouvelles.org","Les Nouvelles d'Addis","ET","Foreign","NP","GI","FRA","","US-MA",63357,20084
"www.lesoftonline.net","Le Soft","CD","Kinshasa","NP","GI","FRA","","FR",44100,44484
"www.lesoirdalgerie.com","Le Soir d'Algerie","DZ","Alger","NP","GI","FRA","","NL",26048,26048
"www.lesoleil.sn","Le Soleil","SN","Nationwide","NP","GI","FRA","","CH",349936,349936
"www.lestrepublicain.com","L'Est Republicain","DZ","Annaba","NP","GI","FRA","","US-CA",138119,138119
"www.letemps.com.tn","Le Temps","TN","National","NP","GI","FRA","","FR",65543,65543
"www.letempsdz.com","Le Temps d'Algerie","DZ","Alger","NP","GI","FRA","","FR",144918,144294
"www.letogolais.com","Le Togolais","TG","Foreign","IN","GI","FRA","","GB",216156,216156
"www.leuksenegal.com","Leuk Senegal","SN","Nationwide","IN","GI","FRA","","US-CA",36103,460745
"www.lexpertjournal.net","L'Expert","TN","Tunis","NP","BU","FRA","","FR",73256,73256
"www.lexpress.mu","L'Express","MU","National","NP","GI","FRA","","IE",281146,281146
"www.lexpressiondz.com","L'Expression","DZ","Alger","NP","GI","FRA","","NL",1137,46434
"www.lexpressmada.com","L'Express de Madagascar","MG","National","NP","GI","FRA","","FR",78867,78867
"www.libe.ma","Liberation","MA","Casablanca","NP","GI","FRA","","FR",25035,97360
"www.liberian-connection.net","Liberian Connection","LR","Nationwide","IN","GI","ENG","","JP",13845,13845
"www.liberianewsagency.org","Liberia News Agency","LR","Nationwide","PA","GI","ENG","","US-VA",298,298
"www.liberianforum.com","Liberian Forum","LR","Nationwide","IN","GI","ENG","","US-PA",51,51
"www.liberianobserver.com","Daily Observer","LR","Monrovia","NP","GI","ENG","","US",317537,266213
"www.liberianonline.com","Liberian Online","LR","Nationwide","IN","GI","ENG","","MY",513,513
"www.liberte-algerie.com","Liberte","DZ","National","NP","GI","FRA","","CA-QC",90877,90877
"www.liberte-togo.com","Liberte","TG","Lome","NP","GI","FRA","","FR",226,226
"www.libya-businessnews.com","Libya Business News","LY","Nationwide","IN","BU","ENG","","US",55122,55119
"www.libya-today.com","Libya Today","LY","Nationwide","IN","GI","ENG","","US-NY",204388,204354
"www.libyanewstoday.com","Libya News Today","LY","Nationwide","IN","GI","ENG","","US-NY",68893,68893
"www.linfodrome.com","L'Inter","CI","National","NP","GI","FRA","","FR",308479,314121
"www.livenewsalgerie.com","Live News Algerie","DZ","National","IN","GI","FRA","","BG",106143,106143
"www.lnr-dz.com","La Nouvelle Republique","DZ","Alger","NP","GI","FRA","","FR",44367,44367
"www.lobservateur.bf","L'Observateur Paalga","BF","National","NP","GI","FRA","","US-TX",70408,71679
"www.lobservateur.cd","L'Observateur","CD","Kinshasa","NP","GI","FRA","","US-FL",17745,17745
"www.lomecite.com","Lome Cite","TG","Foreign","IN","GI","FRA","","IN",42936,42936
"www.lomeinfos.com","Lome Infos","TG","National","IN","GI","FRA","","US-FL",74447,73342
"www.lopinion.ma","L'Opinion","MA","Rabat","NP","GI","FRA","","US",66266,66266
"www.ltv.ly","LTV","LY","Nationwide","BC","GI","ARA","TV","LY",73841,73841
"www.lusakatimes.com","Lusaka Times","ZM","National","IN","GI","ENG","","US",267029,222794
"www.mada.pro","Mada","MG","National","IN","GI","FRA","","FR",57005,57005
"www.madagascar-tribune.com","Madagascar Tribune","MG","National","NP","GI","FRA","","FR",76642,76642
"www.madagascarmagazine.com","Madagascar Magazine","MG","National","MG","GI","FRA","","US-VA",551,551
"www.madagate.com","Madagate","MG","Foreign","IN","GI","FRA","","US-UT",43178,43178
"www.madamasr.com","Mada Masr","EG","National","IN","GI","ENG","","US",45469,161869
"www.madonline.com","Mad Online","MG","National","IN","GI","FRA","","FR",63723,63723
"www.magazetini.com","Magazetini","TZ","National","IN","GI","ENG","Also SWA","US",42970,42742
"www.malango-actualite.fr","Malango Actualite","YT","Nationwide","IN","GI","FRA","","FR",11313,11313
"www.malawianwatchdog.com","Malawian Watchdog","MW","National","IN","GI","ENG","","US-AZ",258809,258809
"www.malawivoice.com","Malawi Voice","MW","National","IN","GI","ENG","","US-CA",118890,118890
"www.maledatimes.com","Maleda Times","ET","Foreign","IN","GI","ENG","","US-UT",69559,88439
"www.malien.info","Malien","ML","Foreign","IN","GI","FRA","","FR",28231,28231
"www.malijet.com","Mali Jet","ML","Foreign","IN","GI","FRA","","FR",389427,389427
"www.maliweb.net","Mali Web","ML","National","IN","GI","FRA","","US-VA",605109,605109
"www.manaonline.gov.mw","Malawi News Agency","MW","National","PA","GI","ENG","","MW",95804,95804
"www.mapnews.ma","Maghrebe Arabe Presse","MA","National","PA","GI","ZHG","","MA",98666,98666
"www.maravipost.com","Maravi Post","MW","National","IN","GI","ENG","","US",8051,24244
"www.markacadey.net","Banadir City","SO","Foreign","IN","GI","SOM","Also ENG","US-AZ",84,84
"www.maroc-hebdo.press.ma","Maroc Hebdo International","MA","Casablanca","NP","GI","FRA","","US-UT",128534,128534
"www.marocpress.com","Maroc Press","MA","National","IN","GI","ARA","Site 1","US-OR",126816,126816
"www.masralarabia.com","Masr Al Arabia","EG","National","IN","GI","ARA","","FR",145474,345959
"www.masvingomirror.com","Mirror","ZW","Masvingo","NP","GI","ENG","","US-CA",286436,310202
"www.mayotte-observer.com","Mayotte Observer","YT","Nationwide","IN","GI","FRA","","VG",1149,27893
"www.mayottehebdo.com","Mayotte Hebdo","YT","Nationwide","NP","GI","FRA","","FR",42353,42353
"www.mbc.mw","Malawi Broadcasting Corporation","MW","National","BC","GI","ENG","Radio TV","US-MI",97677,97009
"www.medi1.com","Medi 1","MA","National","BC","GI","FRA","Radio Also ARA","FR",623862,623862
"www.mediacentre.go.ug","Uganda Media Centre","UG","National","IN","GO","ENG","","DE",58713,58713
"www.mediacongo.net","Media Congo","CD","Foreign","IN","GI","FRA","","CH",64079,64430
"www.mediaguinee.net","Media Guinee","GQ","National","IN","GI","FRA","","FR",519374,519382
"www.mediamaxnetwork.co.ke","K24","KE","National","BC","GI","ENG","TV","US",199665,185358
"www.medianigeria.com","Media Nigeria","NG","Nationwide","IN","GI","ENG","","US-TX",44965,44965
"www.mena.org.eg","Middle East News Agency","EG","National","PA","GI","ARA","Also ENG FRA","IE",104311,104311
"www.menara.ma","Menara","MA","National","IN","GI","ARA","","MA",119384,119384
"www.mercado.co.ao","Mercado","AO","Luanda","NP","BU","POR","","GB",62042,62042
"www.meskerem.net","Meskerem","ER","Foreign","IN","GI","ENG","","US-FL",71057,71057
"www.metroworld.tv","Metro TV","GH","National","BC","GI","ENG","TV","US-MA",18201,18201
"www.midi-madagasikara.mg","Midi Madigasikara","MG","National","NP","GI","FRA","","FR",77898,77898
"www.miningnewszambia.com","Zambian Mining Magazine","ZM","National","MG","BU","ENG","","ZA",93983,93983
"www.mmegi.bw","Mmegi","BW","Gaborone","NP","GI","ENG","","US-AZ",145827,145827
"www.mmo.co.mz","MMO","MZ","National","IN","GI","POR","","US",146486,146486
"www.modernghana.com","Modern Ghana","GH","National","IN","GI","ENG","","US",71021,80823
"www.monitor.co.ug","Monitor","UG","National","NP","GI","ENG","","GB",107965,107965
"www.moov.mg","Moov","MG","National","IN","GI","FRA","","US-CA",67233,67337
"www.moroccobusinessnews.com","Morocco Business News","MA","National","IN","BU","ENG","","MA",1486,1486
"www.moroccomirror.com","Morocco Mirror","MA","National","IN","GI","FRA","","US-MA",63530,20673
"www.moroccoworldnews.com","Morocco World News","MA","National","IN","GI","ENG","","US",613606,613606
