"domain","cc","geoloc_cc",size_mobile,"price_mobile",size_desktop,"price_desktop"
"www.tripolipost.com","LY","US-FL",5136,"0.0001",1107,"0.0000"
"www.tsa-algerie.com","DZ","US",45428,"0.0003",179923,"0.0013"
"www.tultogo.com","TG","FR",10232,"0.0001",10232,"0.0001"
"www.tumfweko.com","ZM","US-AZ",93370,"0.0014",93371,"0.0014"
"www.tunisiaonlinenews.com","TN","US-GA",32301,"0.0001",32298,"0.0001"
"www.tunisiefocus.com","TN","FR",70126,"0.0002",70126,"0.0002"
"www.tunivisions.net","TN","FR",216332,"0.0006",216332,"0.0006"
"www.turenchi.com","NG","US-NY",116274,"0.0004",116274,"0.0004"
"www.tvcontinental.tv","NG","US-TX",189877,"0.0007",189877,"0.0007"
"www.tvm.co.mz","MZ","MZ",103655,"0.0003",103659,"0.0003"
"www.tvmada.com","MG","EU",79862,"0.0006",79861,"0.0006"
"www.tygerburger.co.za","ZA","ZA",52451,"0.0005",137649,"0.0014"
"www.ud-news.co.za","ZA","ZA",59898,"0.0006",111143,"0.0012"
"www.ugandanews.net","UG","US-WA",24080,"0.0002",24080,"0.0002"
"www.umhlanganews.co.za","ZA","US-TX",80017,"0.0008",80017,"0.0008"
"www.umthunywa.co.zw","ZW","ZA",82975,"0.0024",82975,"0.0024"
"www.union.sonapresse.com","GA","FR",140366,"0.0015",140366,"0.0015"
"www.urhobotimes.com","NG","US-AZ",18165,"0.0001",18097,"0.0001"
"www.vaalweekblad.com","ZA","ZA",79348,"0.0008",175084,"0.0018"
"www.vanguardngr.com","NG","US",120309,"0.0004",184525,"0.0006"
"www.view.com.ng","NG","DE",9197,"0.0000",9298,"0.0000"
"www.vitrina.st","ST","SE",336388,"0.0030",336388,"0.0030"
"www.voandebele.com","ZW","NL",66752,"0.0020",66750,"0.0020"
"www.voaportugues.com","AO","NL",74548,"0.0015",74550,"0.0015"
"www.voashona.com","ZW","NL",62395,"0.0018",62396,"0.0018"
"www.voazimbabwe.com","ZW","NL",65326,"0.0019",65329,"0.0019"
"www.vocfm.co.za","ZA","DE",79864,"0.0008",79864,"0.0008"
"www.voice-of-binkongoh.info","SL","US-TX",163684,"0.0016",163684,"0.0016"
"www.volksblad.com","ZA","ZA",59478,"0.0006",142587,"0.0015"
"www.walf-groupe.com","SN","FR",37428,"0.0003",345292,"0.0023"
"www.waltainfo.com","ET","US-NJ",73700,"0.0004",73700,"0.0004"
"www.wardheernews.com","SO","US-AZ",100983,NULL,100983,NULL
"www.watania1.tn","TN","NL",64801,"0.0002",64801,"0.0002"
"www.wataninet.com","EG","US",233677,"0.0004",233463,"0.0004"
"www.weslander.co.za","ZA","ZA",58905,"0.0006",148109,"0.0015"
"www.x-news.co.ke","KE","US-KS",104051,"0.0004",104043,"0.0004"
"www.yazonaija.com","NG","US-CA",4933,"0.0000",4933,"0.0000"
"www.yohaig.com","NG","US-MA",44531,"0.0002",44531,"0.0002"
"www.youm7.com","EG","US",196649,"0.0003",216989,"0.0003"
"www.younewsng.com","NG","US-MI",132431,"0.0005",132431,"0.0005"
"www.zambiainvest.com","ZM","IT",66031,"0.0010",66031,"0.0010"
"www.zambian-economist.com","ZM","US-CA",37322,"0.0006",117135,"0.0018"
"www.zambian.com","ZM","US-PA",41097,"0.0006",41097,"0.0006"
"www.zambianews.net","ZM","US-WA",24124,"0.0004",24124,"0.0004"
"www.zambianewsonline.com","ZM","DE",277588,"0.0043",277588,"0.0043"
"www.zambianintelligencenews.com","ZM","US-UT",65002,"0.0010",65004,"0.0010"
"www.zambianobserver.com","ZM","US-UT",175267,"0.0027",175267,"0.0027"
"www.zambianpolitics.com","ZM","GB",91905,"0.0014",91904,"0.0014"
"www.zambiawatchdog.com","ZM","US",104188,"0.0016",104188,"0.0016"
"www.zbc.co.zw","ZW","US",139875,"0.0041",140142,"0.0041"
"www.zehabesha.com","ET","US",248792,"0.0014",247487,"0.0014"
"www.zenga-mambu.com","CG","CH",149285,"0.0016",149285,"0.0016"
"www.zimbabwebusinessnews.com","ZW","US-UT",7314,"0.0002",7314,"0.0002"
"www.zimbabwelatestnews.net","ZW","US-TX",187150,"0.0055",187150,"0.0055"
"www.zimbabwenews.net","ZW","US-WA",24282,"0.0007",24282,"0.0007"
"www.zimbabwenews.today","ZW","US-TX",49184,"0.0015",49184,"0.0015"
"www.zimbabwenewsonline.com","ZW","US-NJ",70163,"0.0021",70163,"0.0021"
"www.zimbabweonlinenews.com","ZW","US-CA",54250,"0.0016",54250,"0.0016"
"www.zimbabwesituation.com","ZW","NL",148294,"0.0044",148294,"0.0044"
"www.zimbabwestar.com","ZW","US-WA",22776,"0.0007",22776,"0.0007"
"www.zimbojam.com","ZW","GB",155371,"0.0046",155371,"0.0046"
"www.zimdaily.com","ZW","BG",82150,"0.0024",82432,"0.0024"
"www.zimeye.net","ZW","US-CA",209069,"0.0062",208208,"0.0061"
"www.zimmetro.com","ZW","DE",73438,"0.0022",73438,"0.0022"
"www.znbc.co.zm","ZM","US-FL",119327,"0.0018",119291,"0.0018"
"www.zodiakmalawi.com","MW","US-AZ",86553,"0.0005",86553,"0.0005"
"www.zoutnet.co.za","ZA","ZA",58630,"0.0006",58630,"0.0006"
"xalimasn.com","SN","US",369292,"0.0025",369292,"0.0025"
"xpresstimes.co.ug","UG","US-FL",181168,"0.0011",181156,"0.0011"
"ynaija.com","NG","US",154296,"0.0005",155983,"0.0005"
"zambia-times.com","ZM","GB",85515,"0.0013",85515,"0.0013"
"zambia24.com","ZM","US-UT",49336,"0.0008",49336,"0.0008"
"zambiabusinesstimes.com","ZM","ZA",257078,"0.0039",257080,"0.0039"
"zambianewsnetwork.com","ZM","US-CA",41668,"0.0006",41668,"0.0006"
"zambianeye.com","ZM","US",32883,"0.0005",119966,"0.0018"
"zambiareports.com","ZM","GB",60815,"0.0009",60815,"0.0009"
"zifmstereo.co.zw","ZW","US-AZ",43063,"0.0013",43063,"0.0013"
"zimbabwe-today.com","ZW","US-AZ",113870,"0.0034",113569,"0.0033"
"zimbabwedigitalnews.com","ZW","ZA",508641,"0.0150",508641,"0.0150"
"zimbabweelection.com","ZW","US",82624,"0.0024",82624,"0.0024"
"zimbabwehub.com","ZW","US-CA",54847,"0.0016",54659,"0.0016"
"zimbabwenews.co.uk","ZW","US-CA",77998,"0.0023",77997,"0.0023"
"zimbuzz.co.zw","ZW","US-TX",101378,"0.0030",101378,"0.0030"
"zimmetro.net","ZW","GB",15905,"0.0005",55849,"0.0016"
"zimnews.net","ZW","US-CA",77382,"0.0023",77382,"0.0023"
"zimonlinenews.com","ZW","CA-QC",212677,"0.0063",212686,"0.0063"
"zululandobserver.co.za","ZA","US",126576,"0.0013",281240,"0.0029"
